DropOut (group),DistanceToHanoi,DOB - Year (group),EntryGrade (group),Gender,Major (group),NumOfCheating,AttendanceRate,CoursePassRate,EnglishAverageGrade,FinalAverageGrade,Gain5-6GradeRate,Gain7-8GradeRate,Gain9-10GradeRate,LargerstTimeFailASubject,NumOfCourse/StudyYears,ReExamRate,ReStudyRate,TotalYearsStudy
0,0,1992,67,1,0,0,0.93460972,0.8125,5.6,5.925,0.3125,0.3125,0,1,13.54988399,0.1875,0.066666667,1.180821918
0,89,1995,56,1,0,0,0.916936672,1,5.9,6.35,0.375,0.0625,0,0,13.54988399,0.1875,0,1.180821918
0,90,1994,47,1,0,0,0.902583026,0.9,5.825,5.6,0.7,0,0,1,10.54913295,0.2,0.111111111,0.947945205
0,218,1995,68,1,0,0,0.672413793,0.666666667,3.58,3.733333333,0.583333333,0,0,1,9.54248366,0.083333333,0.333333333,1.257534247
1,111,1995,45,1,0,0,0.788235294,0.666666667,4,3.433333333,0.666666667,0,0,0,6.083333333,0,0,0.493150685
0,302,1994,49,1,0,0,0.928294036,1,5.575,6.28125,0.5,0.25,0,0,13.54988399,0,0,1.180821918
0,301,1995,54,1,0,0,0.951251841,1,6.066666667,6.33125,0.5,0.1875,0,0,13.54988399,0.0625,0,1.180821918
0,0,1993,53,1,0,0,0.906602254,1,7.133333333,7.242857143,0.142857143,0.571428571,0,0,11.85614849,0,0,1.180821918
0,606,1995,67,1,0,0,0.937160752,0.916666667,5.3,6.266666667,0.416666667,0.416666667,0,0,10.16241299,0.166666667,0,1.180821918
0,606,1995,54,1,0,0,0.879669421,0.9,5.9,6.125,0.25,0.25,0,1,16.18625277,0.15,0.052631579,1.235616438
1,651,1995,49,1,0,0,0.819066148,0.75,4.55,6.075,0.25,0.5,0,0,11.77419355,0,0,0.339726027
0,606,1994,72,1,0,0,0.922680412,1,6.666666667,6.64375,0.3125,0.375,0,0,13.54988399,0.0625,0,1.180821918
0,302,1995,53,1,0,0,0.904781705,0.769230769,6.35,5.446153846,0.230769231,0.384615385,0.076923077,0,11.00928074,0,0,1.180821918
0,651,1994,60,1,0,0,0.92039801,1,5.966666667,6.263157895,0.473684211,0.105263158,0,0,16.09048724,0.105263158,0,1.180821918
1,539,1995,0,1,0,0,0.5,0,,0,0,0,0,0,9.125,0,0,0.109589041
1,0,1995,45,1,0,0,0.8055,0.75,5.5,4.85,0.5,0,0,0,10.28169014,0,0,0.778082192
0,0,1995,49,1,0,0,0.956233062,0.666666667,5.35,4.833333333,0.666666667,0,0,1,9.54248366,0.333333333,0.333333333,1.257534247
0,0,1995,64,1,0,0,0.951690821,1,6.333333333,6.657142857,0.214285714,0.428571429,0,0,11.85614849,0.071428571,0,1.180821918
0,48,1995,45,1,0,0,0.98459069,1,5.9,6.38,0.333333333,0.133333333,0,0,12.70301624,0,0,1.180821918
0,13725,1994,,1,0,0,0.909221311,0.722222222,7.25,6.255555556,0.111111111,0.388888889,0,0,15.24361949,0.111111111,0,1.180821918
0,485,1993,,1,0,0,0.956862745,0.9,5.733333333,6.97,0.15,0.25,0.2,1,16.18625277,0.15,0.052631579,1.235616438
0,0,1995,52,1,0,0,0.591919192,0.333333333,2.925,2.983333333,0.166666667,0,0,3,4.77124183,0,1,1.257534247
0,0,1995,63,1,0,0,0.925043178,1,6.633333333,7.35,0,0.571428571,0,0,13.62666667,0,0,1.02739726
0,0,1995,57,1,0,0,0.991633466,1,7.166666667,6.581818182,0.272727273,0.363636364,0,0,11.60404624,0.090909091,0,0.947945205
0,127,1994,50,1,0,0,0.824875622,1,5.533333333,6.455555556,0.222222222,0.333333333,0,0,8.171641791,0,0,1.101369863
0,0,1995,69,1,0,0,0.84212272,1,6.566666667,6.763157895,0.263157895,0.473684211,0,1,16.09048724,0.105263158,0.055555556,1.180821918
1,218,1995,58,1,0,0,0.170588235,0.333333333,,2.066666667,0,0,0,0,10.63106796,0,0,0.282191781
0,302,1987,65,1,0,0,0.990605428,0.916666667,6,5.858333333,0.416666667,0.166666667,0,0,10.16241299,0.166666667,0,1.180821918
0,302,1994,53,1,0,0,0.933726068,1,5.633333333,6.15,0.625,0.1875,0,0,13.54988399,0.0625,0,1.180821918
0,0,2013,58,1,0,0,0.898494624,0.952380952,7.3,6.847619048,0.238095238,0.428571429,0.047619048,0,16.9579646,0.047619048,0,1.238356164
0,0,1995,55,1,0,0,0.955841584,0.777777778,6.2,5.888888889,0.222222222,0.277777778,0.111111111,0,15.24361949,0.055555556,0,1.180821918
0,111,1994,80,1,0,0,0.909122203,0.866666667,5.966666667,5.686666667,0.466666667,0.266666667,0,0,12.70301624,0.066666667,0,1.180821918
0,0,1995,76,1,0,0,0.912966252,1,7.65,7.381818182,0.227272727,0.5,0.090909091,0,18.63109049,0.045454545,0,1.180821918
1,92,1995,47,1,0,0,0.907267442,1,6.75,5.657142857,0.714285714,0.142857143,0,0,10.64583333,0.428571429,0,0.657534247
0,0,1994,51,1,0,1,0.814765101,0.8,5.2,5.05,0.6,0.1,0,1,7.952069717,0,0.111111111,1.257534247
1,0,,,1,0,0,0.7335,0.625,3.95,3.7125,0.625,0,0,1,8.439306358,0.125,0.142857143,0.947945205
0,0,1995,49,1,0,0,0.91208981,0.928571429,6,6.114285714,0.357142857,0.142857143,0,0,14.72622478,0.142857143,0,0.950684932
1,0,,,1,0,0,0.924752475,0.8,5,4.22,0.8,0,0,0,11.69871795,0,0,0.42739726
0,10372,,,1,0,0,0.950943396,0.947368421,7.7,6.984210526,0.315789474,0.315789474,0,0,20.88855422,0.052631579,0,0.909589041
0,10372,,,1,0,0,0.973349057,0.894736842,7.85,7.031578947,0.263157895,0.315789474,0,0,20.88855422,0.105263158,0,0.909589041
0,10372,,,1,0,0,0.93047619,0.823529412,7.3,6.270588235,0.058823529,0.294117647,0,0,19.88782051,0.117647059,0,0.854794521
0,0,1995,56,1,0,0,0.8992,0.9,5.066666667,5.52,0.6,0,0,1,9.733333333,0.1,0.111111111,1.02739726
0,0,1993,71,1,0,0,0.914457831,1,6.666666667,6.846666667,0.066666667,0.4,0,0,15.77809798,0,0,0.950684932
0,0,1993,68,1,0,0,0.966057441,1,6.45,6.666666667,0.333333333,0.333333333,0,0,11.93460491,0,0,1.005479452
1,0,,,1,0,0,0.835761589,0.857142857,2.6,5.271428571,0.857142857,0,0,0,12.775,0.142857143,0,0.547945205
1,0,,,1,0,0,0.817647059,0.333333333,,3.166666667,0.333333333,0,0,0,11.40625,0.333333333,0,0.263013699
0,0,1994,,1,0,0,0.947682119,1,8.7,7.4,0,0.6,0,0,17.54807692,0,0,0.854794521
0,0,1995,45,1,0,0,0.866929134,1,6.4,6.018181818,0.636363636,0.090909091,0,0,11.57060519,0.090909091,0,0.950684932
1,0,,,1,0,0,0.74966443,0.6,0.8,3.74,0.4,0,0,0,9.125,0.2,0,0.547945205
0,11404,,,1,0,0,0.592386258,0.666666667,10,4.886666667,0.266666667,0.066666667,0,1,16.49096386,0.133333333,0.071428571,0.909589041
0,10372,,,0,0,0,0.60909935,0.733333333,8.45,4.933333333,0.266666667,0.133333333,0,1,16.49096386,0,0.071428571,0.909589041
0,10372,,,1,0,0,0.928350515,0.866666667,7.6,6.353333333,0.133333333,0.2,0,0,17.54807692,0.133333333,0,0.854794521
0,26,1994,,1,0,0,0.883130081,0.8125,5,6.225,0.0625,0.25,0,1,18.71794872,0.0625,0.066666667,0.854794521
1,92,,,1,0,0,0.873400673,0.6,3.15,5.21,0,0.1,0,0,18.06930693,0.2,0,0.553424658
0,0,1993,,1,0,1,0.876821192,0.666666667,2.6,5.54,0.333333333,0.066666667,0,0,17.54807692,0.2,0,0.854794521
0,79,1994,,1,0,0,0.956263736,1,7.5,6.9625,0,0.4375,0,0,18.71794872,0.1875,0,0.854794521
0,92,1993,,1,0,1,0.737078652,0.411764706,3.7,4.170588235,0.235294118,0.117647059,0,1,19.88782051,0.176470588,0.133333333,0.854794521
0,10372,1984,,1,0,0,0.762921348,0.692307692,10,5.969230769,0,0.307692308,0,0,15.20833333,0.153846154,0,0.854794521
0,10372,,,1,0,0,0.837380952,0.588235294,10,5.1,0.117647059,0.294117647,0,0,19.88782051,0.176470588,0,0.854794521
0,10372,,,1,0,0,0.852380952,0.647058824,10,5.258823529,0.235294118,0.117647059,0,0,19.88782051,0.117647059,0,0.854794521
0,0,,,1,0,0,0.170316302,0,,0,0,0,0,0,12.5862069,0,0,0.238356164
0,10372,,,1,0,0,0.872799546,0.75,7.15,5.2875,0.25,0.375,0,0,14.17475728,0.125,0,0.564383562
0,11404,,,1,0,0,0.99026764,1,8.2,6.6,0.333333333,0.333333333,0,0,12.5862069,0,0,0.238356164
0,10372,,,1,0,0,0.849148418,0.666666667,10,4.933333333,0.333333333,0.333333333,0,0,12.5862069,0,0,0.238356164
0,10372,,,1,0,0,0.175182482,0,10,0,0,0,0,0,12.5862069,0,0,0.238356164
0,10372,,,1,0,0,0.99513382,1,8.65,6.766666667,0.333333333,0.333333333,0,0,12.5862069,0,0,0.238356164
0,0,1994,,1,0,0,0.897866667,0.875,5.55,5.525,0.375,0.25,0,0,15.69892473,0,0,0.509589041
0,127,1993,,1,0,0,0.8909699,0.909090909,6.24,6.436363636,0.181818182,0.181818182,0.090909091,0,21.58602151,0.090909091,0,0.509589041
0,0,1995,,1,0,0,0.885185185,0.8,6.72,6.41,0.3,0.2,0,1,19.62365591,0.1,0.111111111,0.509589041
0,0,1995,,1,0,0,0.914909091,1,5.6,7.1,0.166666667,0.666666667,0,0,11.77419355,0,0,0.509589041
0,0,1996,50,1,0,1,0.911111111,1,6.9,6.075,0.75,0,0,0,23.5483871,0,0,0.169863014
0,90,1996,58,1,0,0,1,1,5.77,6.8,0,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
0,52,1996,48,1,0,0,0.99537037,1,6.6,6.975,0.25,0.5,0,0,23.5483871,0,0,0.169863014
0,48,1996,60,1,0,0,0.97254902,1,6.07,6.866666667,0.333333333,0,0,0,17.66129032,0,0,0.169863014
0,153,1996,57,1,0,0,0.970588235,0.666666667,2.5,5,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,70,1,0,0,0.901960784,1,6.9,6.866666667,0.333333333,0.666666667,0,0,17.66129032,0.333333333,0,0.169863014
1,216,,60,1,0,0,0.854,0.5,5,3.55,0,0.5,0,0,11.77419355,0,0,0.169863014
0,0,1996,75,1,0,0,0.945098039,1,7.23,8.033333333,0,0.333333333,0.333333333,0,17.66129032,0,0,0.169863014
0,0,1996,49,1,0,0,0.860784314,1,7,6.3,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
1,48,,52,1,0,0,0.907407407,0.75,4.5,5.45,0.5,0,0,0,23.5483871,0.5,0,0.169863014
0,0,1996,68,1,0,0,0.803921569,1,4.27,6.733333333,0.333333333,0.666666667,0,0,17.66129032,0,0,0.169863014
0,0,,,1,0,0,0.05915493,0,0,0,0,0,0,0,11.77419355,0,0,0.169863014
0,0,1996,86,1,0,0,0.95,1,7.35,7.6,0.5,0,0.5,0,13.51851852,0.5,0,0.147945205
0,49,1995,55,1,0,0,0.97254902,1,6.27,6.933333333,0,0.333333333,0,0,17.66129032,0,0,0.169863014
0,89,1996,62,1,0,0,0.992592593,1,6.1,7.075,0,0.25,0,0,23.5483871,0,0,0.169863014
0,0,1996,69,1,0,0,0.772222222,0.75,5.8,4.35,0.5,0,0,0,23.5483871,0.25,0,0.169863014
1,0,,57,1,0,0,0.823611111,0.666666667,7.3,4.1,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,33,1996,66,1,0,0,0.9,1,0,8.35,0,0.5,0.5,0,13.51851852,0,0,0.147945205
1,111,,51,1,0,0,0.825,1,6.7,6.733333333,0.333333333,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
1,48,,51,1,0,0,0.901960784,0.666666667,5,4.9,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,63,1,0,0,0.9,1,5.5,6.1,0.666666667,0,0,0,17.66129032,0.666666667,0,0.169863014
1,111,1996,54,1,0,0,0.943137255,0.666666667,5,6.3,0,0.333333333,0,0,17.66129032,0,0,0.169863014
0,218,1996,60,1,0,0,1,1,6.77,7.033333333,0.333333333,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,55,1,0,0,0.88627451,1,6.7,7.5,0,0.333333333,0,0,17.66129032,0,0,0.169863014
0,0,1996,68,1,0,0,1,1,6.17,6.9,0,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,64,1,0,0,0.942592593,1,6.6,7.55,0.25,0,0.25,0,23.5483871,0,0,0.169863014
0,140,1996,51,1,0,0,0.876470588,1,5,6.633333333,0.333333333,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,51,1,0,0,0.929411765,1,7.13,7.766666667,0,0.666666667,0,0,17.66129032,0,0,0.169863014
0,0,1996,58,1,0,0,0.940740741,1,7.3,7.4,0.25,0.5,0,0,23.5483871,0,0,0.169863014
0,0,1995,55,1,0,0,0.803703704,1,6.3,6.175,0.25,0.25,0,0,23.5483871,0,0,0.169863014
0,0,1996,52,1,0,0,0.860784314,0.666666667,1.93,4.1,0.333333333,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,48,1,0,0,1,1,7.4,7.85,0.25,0.25,0.25,0,23.5483871,0,0,0.169863014
0,0,1996,63,1,0,0,1,1,6.8,6.366666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,111,1996,76,1,0,0,1,1,6.2,6.8,0,0.333333333,0,0,17.66129032,0,0,0.169863014
0,33,1996,56,1,0,0,1,1,5.4,6.5,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,0,1996,56,1,0,0,0.91372549,1,7,6.5,0.333333333,0.666666667,0,0,17.66129032,0.333333333,0,0.169863014
0,92,1996,52,1,0,0,0.954901961,1,5.5,6.366666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,79,1996,61,1,0,0,0.907407407,1,5.6,7,0.25,0.25,0,0,23.5483871,0,0,0.169863014
0,79,1996,60,1,0,0,0.931372549,1,4.4,6.5,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,145,1996,49,1,0,0,1,1,5.57,5.8,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,881,1996,61,1,0,0,0.803921569,0.666666667,6,6.166666667,0.333333333,0,0,0,17.66129032,0.333333333,0,0.169863014
0,484,1996,63,1,0,0,0.97254902,1,6.9,6.5,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,0,1996,59,1,0,0,1,1,5.47,5.65,1,0,0,0,13.51851852,0,0,0.147945205
0,0,1996,50,1,0,0,0.791176471,0.666666667,7,3.433333333,0.666666667,0,0,0,17.66129032,0,0,0.169863014
0,89,1996,70,1,0,0,1,1,6.43,6.7,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,302,1996,63,1,0,0,1,1,7.4,7.5,0.25,0.5,0.25,0,23.5483871,0,0,0.169863014
0,0,1996,57,1,0,0,1,1,6.1,6.75,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,0,1996,60,1,0,0,0.95,1,7.27,6.25,0.5,0,0,0,13.51851852,0,0,0.147945205
0,0,1996,53,1,0,0,0.888235294,1,6.8,7.266666667,0,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,57,1,0,0,1,1,7.52,5.2,1,0,0,0,19.21052632,0,0,0.052054795
0,0,1996,72,1,0,0,0,0,,0,0,0,0,0,11.77419355,0,0,0.169863014
0,0,1996,60,1,0,0,0.887037037,1,7.1,7.05,0,0.75,0,0,23.5483871,0.25,0,0.169863014
1,0,1996,61,1,0,0,1,1,7.3,7.25,0.25,0.75,0,0,23.5483871,0,0,0.169863014
1,90,1996,68,1,0,0,0.87254902,1,8,5.9,0.666666667,0,0,0,17.66129032,0.666666667,0,0.169863014
0,0,1996,55,1,0,0,1,1,6.8,6.6,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,90,1996,57,1,0,0,0.998039216,1,6.3,6.433333333,0.333333333,0.666666667,0,0,17.66129032,0,0,0.169863014
1,111,,64,1,0,0,0.98627451,1,5,5.166666667,1,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,51,1,0,0,0.996078431,1,8,6.733333333,0.333333333,0,0,0,17.66129032,0,0,0.169863014
0,218,1996,61,1,0,0,0.98627451,1,5.97,5.2,1,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,59,1,0,0,1,1,2.9,5.6,1,0,0,0,13.51851852,0,0,0.147945205
0,92,1996,61,1,0,0,0.983333333,1,6.2,6.45,0.25,0.25,0,0,23.5483871,0.25,0,0.169863014
0,92,1995,,1,0,0,0.882485876,0.8,3.52,6.48,0.4,0.4,0,0,27.23880597,0,0,0.183561644
0,0,1995,,1,0,0,0.935359116,1,6.82,7.4,0,0.571428571,0,0,29.36781609,0,0,0.238356164
0,0,1995,,1,0,0,0.905084746,0.8,6.5,6,0.2,0.2,0,0,27.23880597,0,0,0.183561644
0,0,1996,64,1,0,0,0.91372549,1,6.5,5.8,0.666666667,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,77,1,0,0,0.909722222,1,7.7,7.4,0.333333333,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,52,1,0,0,1,1,7.85,6.55,0.5,0.5,0,0,13.51851852,0.5,0,0.147945205
1,111,,59,1,0,0,0.746527778,0.666666667,3.9,6.733333333,0,0,0.333333333,0,17.66129032,0,0,0.169863014
0,52,1996,54,1,0,0,0.833333333,1,5.7,6.666666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,0,,68,1,0,1,0.915686275,1,4,6.566666667,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,60,1,0,0,0.983333333,1,6.5,6.525,0.25,0.5,0,0,23.5483871,0.25,0,0.169863014
0,63,1996,55,1,0,0,1,1,5.9,5.566666667,1,0,0,0,17.66129032,0.333333333,0,0.169863014
0,52,1995,50,1,0,0,1,1,0,6.5,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,111,1996,59,1,0,0,1,1,3.05,7.2,0.5,0,0,0,13.51851852,0,0,0.147945205
0,0,1996,52,1,0,0,0.940277778,1,7.4,6.9,0.333333333,0.666666667,0,0,17.66129032,0,0,0.169863014
0,0,1996,81,1,0,0,0.931372549,1,7.37,6.666666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,0,1996,65,1,0,0,0.822222222,1,8.4,7.9,0.333333333,0,0.333333333,0,17.66129032,0,0,0.169863014
1,0,,50,1,0,0,0.294,0,,0,0,0,0,0,11.77419355,0,0,0.169863014
0,302,1996,61,1,0,0,1,1,8,7.166666667,0,0,0,0,17.66129032,0.333333333,0,0.169863014
1,606,1994,59,1,0,0,0.803921569,1,6,5.766666667,0.666666667,0,0,0,17.66129032,0,0,0.169863014
1,606,,50,1,0,0,0.835185185,0.75,4.9,6.125,0.25,0.25,0,0,23.5483871,0,0,0.169863014
0,484,1996,80,1,0,0,0.97254902,1,5.53,6.233333333,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,606,1996,51,1,0,0,0.956862745,1,7,6.2,0.666666667,0.333333333,0,0,17.66129032,0,0,0.169863014
0,402,1989,80,1,0,0,1,1,6.2,7.633333333,0,0,0.333333333,0,17.66129032,0,0,0.169863014
0,79,1996,62,1,0,0,0.852083333,1,7.6,6.766666667,0.333333333,0.666666667,0,0,17.66129032,0.666666667,0,0.169863014
1,49,1996,62,1,0,0,0.95,1,0,7.15,0.5,0,0,0,13.51851852,0,0,0.147945205
0,0,1996,67,1,0,0,0.762962963,0.5,6.6,3.075,0.25,0,0,0,23.5483871,0.25,0,0.169863014
0,218,1996,67,1,0,0,1,1,0,6.5,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,89,1996,77,1,0,0,0.929411765,1,8,6.5,0.333333333,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1994,69,1,0,0,0.955882353,1,8,6.2,0.666666667,0.333333333,0,0,17.66129032,0,0,0.169863014
0,153,1996,70,1,0,0,0.95,1,6.47,6.45,0,0,0,0,13.51851852,0,0,0.147945205
0,92,1996,65,0,0,0,0.92,1,7.03,7.766666667,0.333333333,0,0.333333333,0,17.66129032,0,0,0.169863014
1,218,,0,1,0,0,0.97254902,1,6,7.266666667,0,0,0,0,17.66129032,0,0,0.169863014
1,0,,85,1,0,0,0.949019608,0.666666667,4,4.466666667,0,0.333333333,0,1,17.66129032,0,0.5,0.169863014
0,89,1996,64,1,0,0,0.822916667,1,6.7,7.066666667,0.333333333,0,0.333333333,0,17.66129032,0,0,0.169863014
0,79,1996,51,1,0,0,0.968627451,1,5,5.566666667,1,0,0,0,17.66129032,0.333333333,0,0.169863014
0,92,1996,70,1,0,0,0.9,1,6.97,6.7,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,63,1995,78,1,0,0,0.968627451,1,5.97,7.033333333,0.333333333,0,0,0,17.66129032,0.333333333,0,0.169863014
1,153,1996,,1,0,0,0.9,1,0,6.9,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,0,1996,70,1,0,0,0.881944444,1,6.8,7.2,0.333333333,0,0.333333333,0,17.66129032,0,0,0.169863014
0,90,1994,68,1,0,0,0.97254902,1,5.87,5.533333333,1,0,0,0,17.66129032,0,0,0.169863014
1,0,,54,1,0,0,0.803921569,0.333333333,,2.566666667,0.333333333,0,0,0,17.66129032,0.333333333,0,0.169863014
0,92,1996,67,1,0,0,0.98627451,1,6.3,7.133333333,0,0,0,0,17.66129032,0,0,0.169863014
0,0,1996,59,1,0,0,0.862962963,1,5.8,6.35,0.5,0.25,0,0,23.5483871,0,0,0.169863014
1,187,,62,1,0,0,0.802777778,1,8.1,7.1,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
1,0,,66,1,0,0,0.833333333,0.666666667,5,5,0.666666667,0,0,0,17.66129032,0,0,0.169863014
0,0,1995,,1,0,0,0.853631285,1,5.76,6.033333333,0.5,0,0,0,32.68656716,0,0,0.183561644
0,63,1996,73,1,0,0,0.917647059,1,6.17,6.9,0.333333333,0,0,0,17.66129032,0,0,0.169863014
0,218,1996,51,1,0,0,0.925490196,0.666666667,5,3.866666667,0.666666667,0,0,0,17.66129032,0,0,0.169863014
0,79,1996,75,1,0,0,0.941666667,1,5.8,7.166666667,0.333333333,0,0.333333333,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,80,1,0,0,0.95,1,6.47,5.9,1,0,0,0,13.51851852,0,0,0.147945205
0,301,1996,80,1,0,0,0.858823529,1,6.9,8.3,0,0.333333333,0.333333333,0,17.66129032,0,0,0.169863014
0,111,1995,53,1,0,0,1,1,0,7,0.5,0,0,0,13.51851852,0,0,0.147945205
0,0,1996,53,1,0,0,0.95,1,5.7,7.45,0.5,0,0.5,0,13.51851852,0,0,0.147945205
0,92,1995,70,1,0,0,1,1,5.47,8.35,0,0,0.5,0,13.51851852,0,0,0.147945205
0,0,1996,80,1,0,0,0.999074074,1,6.8,7.55,0,0.25,0.25,0,23.5483871,0,0,0.169863014
0,49,1996,74,1,0,0,0.956862745,1,6.07,5.733333333,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,90,1996,70,1,0,0,0.909722222,1,6.7,6.633333333,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
1,0,,57,1,0,0,0.915686275,1,6,6.633333333,0.333333333,0,0,0,17.66129032,0,0,0.169863014
0,90,1996,70,1,0,0,0.874509804,1,6.03,6.933333333,0,0.333333333,0,0,17.66129032,0,0,0.169863014
0,63,1996,61,1,0,0,0.996078431,1,5,6.166666667,0.666666667,0.333333333,0,0,17.66129032,0,0,0.169863014
0,63,1996,74,1,0,0,0.9,1,5.6,6.9,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,92,1995,54,1,0,0,0.9,1,2,5.85,0.5,0,0,0,13.51851852,0.5,0,0.147945205
0,90,1995,58,1,0,0,0.517647059,0.666666667,,5.466666667,0,0.333333333,0.333333333,0,17.66129032,0,0,0.169863014
0,90,1996,69,1,0,0,0.891666667,1,6.4,6.466666667,0.333333333,0.333333333,0,0,17.66129032,0.333333333,0,0.169863014
1,0,,58,1,0,0,0.563888889,0,2.9,0.966666667,0,0,0,1,17.66129032,0,0.5,0.169863014
0,0,1996,92,1,0,0,0.95,1,6.85,6.8,0,0.5,0,0,13.51851852,0,0,0.147945205
0,90,1995,88,1,0,0,0.972222222,1,7.8,8.05,0.25,0.25,0.25,0,23.5483871,0.25,0,0.169863014
0,92,1996,75,1,0,0,0.852777778,1,5.3,6.9,0.5,0.25,0,0,23.5483871,0,0,0.169863014
0,0,1996,52,1,0,0,1,1,6.1,5.75,1,0,0,0,13.51851852,0,0,0.147945205
1,218,,50,1,0,0,0.805882353,0.666666667,4.9,6.166666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,26,1996,50,1,0,0,0.961111111,0.666666667,2.8,4.7,0.666666667,0,0,0,17.66129032,0.333333333,0,0.169863014
0,0,1996,62,1,0,0,0.976851852,1,6.7,7.3,0,0,0.25,0,23.5483871,0,0,0.169863014
0,0,1996,54,1,0,0,1,1,6.37,6.633333333,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
1,0,,52,1,0,0,0.802777778,1,6.6,6.366666667,0.333333333,0.333333333,0,0,17.66129032,0,0,0.169863014
0,79,1996,76,1,0,0,0.903921569,1,7.2,8.066666667,0,0.333333333,0.333333333,0,17.66129032,0,0,0.169863014
0,55,1993,,1,0,0,0.971791692,0.941176471,8.5,6.991176471,0.176470588,0.323529412,0.029411765,1,15.61006289,0.058823529,0.0625,2.178082192
0,1073,1993,,1,0,0,0.851851852,1,6.33,6.9,0.333333333,0.666666667,0,0,13.51851852,0,0,0.221917808
1,991,,,1,0,0,0.571428571,0.25,2.3,2.3,0.25,0,0,3,6.822429907,0,3,0.58630137
0,1136,1995,,1,0,0,0.915189873,1,7.1,7.25,0.166666667,0.5,0,0,32.68656716,0.166666667,0,0.183561644
0,1032,1996,74,1,0,0,0.885185185,1,6,6.75,0.5,0,0,0,23.5483871,0.25,0,0.169863014
0,1073,1995,64,1,0,0,1,1,6.57,6.15,0.5,0.5,0,0,13.51851852,0,0,0.147945205
0,1047,1996,56,1,0,0,0.968627451,1,6.1,6.233333333,0.666666667,0.333333333,0,0,17.66129032,0,0,0.169863014
0,606,1994,,1,0,0,0.98328792,1,5.925,7.358064516,0.161290323,0.387096774,0.193548387,0,15.02656043,0,0,2.063013699
0,606,1993,,1,0,0,0.864851485,1,5.5,5.844444444,0.777777778,0.111111111,0,0,12.44318182,0.222222222,0,0.723287671
0,606,1993,,0,0,0,0.926706231,1,6.292307692,6.668421053,0.473684211,0.210526316,0.105263158,0,9.209827357,0.157894737,0,2.063013699
0,484,1994,,1,0,0,0.910679612,0.833333333,5.05,5.516666667,0.666666667,0,0,1,10.89552239,0,0.2,0.550684932
0,606,1994,,1,0,0,0.836804565,0.894736842,5.125,6.236842105,0.157894737,0.210526316,0,1,13.28544061,0,0.055555556,1.430136986
1,606,1994,,1,0,0,0.876973684,1,5,5.557142857,0.714285714,0,0,0,12.71144279,0.142857143,0,0.550684932
0,651,1994,,1,0,1,0.977205154,0.933333333,6.351515152,6.44,0.366666667,0.333333333,0,0,14.54183267,0,0,2.063013699
0,606,,,0,0,0,0.935650888,1,6.146153846,6.745,0.35,0.15,0.05,0,9.694555113,0.1,0,2.063013699
0,87,1992,,1,1,0,0.880433474,0.980392157,6.805,6.996078431,0.176470588,0.294117647,0.019607843,0,13.38245866,0.078431373,0,3.810958904
